,no,distribution,ratings_count,imdb_rating,title_year,movie_year,movie_title,imdb_id,douban_id,douban_rating,douban_ratings_count,douban_title,genre1,genre2,genre3
54,149,2311,5898,7.6,A Matter of Loaf and Death (2008) (TV),2008,A Matter of Loaf and Death,tt1118511,3312633,8.0,10857,Wallace & Gromit : A Matter of Loaf and Death,Comedy,Drama,Drama
55,159,12211,96201,7.5,A Nightmare on Elm Street (1984),1984,A Nightmare on Elm Street,tt0087800,1298389,7.0,9225,A Nightmare On Elm Street,Animation,Short,Short
56,160,1111000,52994,5.1,A Nightmare on Elm Street (2010),2010,A Nightmare on Elm Street,tt1179056,2998395,5.7,7456,A Nightmare on Elm Street,Horror,,
57,166,22100,41933,6.4,A Perfect Getaway (2009),2009,A Perfect Getaway,tt0971209,3011380,6.6,10124,A Perfect Getaway,Horror,Mystery,Mystery
58,167,123100,48567,6.4,A Perfect Murder (1998),1998,A Perfect Murder,tt0120787,1297509,6.7,8402,A Perfect Murder,Adventure,Mystery,Mystery
59,168,12211,42621,7.4,A Perfect World (1993),1993,A Perfect World,tt0107808,1300992,8.9,36422,A Perfect World,Crime,Drama,Drama
60,171,12211,30441,7.1,A River Runs Through It (1992),1992,A River Runs Through It,tt0105265,1292718,8.3,34156,A River Runs Through It,Crime,Drama,Drama
61,172,12211,21178,7.3,A Room with a View (1985),1985,A Room with a View,tt0091867,1293926,7.7,20687,A Room with a View,Drama,,
62,173,12211,67970,7.0,A Scanner Darkly (2006),2006,A Scanner Darkly,tt0405296,1417084,7.0,5125,A Scanner Darkly,Drama,Romance,Romance
63,174,12210,71064,7.0,A Serious Man (2009),2009,A Serious Man,tt1019452,3135483,7.3,13035,A Serious Man,Animation,Crime,Crime
64,177,2211,59069,7.5,A Single Man (2009),2009,A Single Man,tt1315981,3275168,8.3,36828,A Single Man,Comedy,Drama,Drama
65,180,1222,58380,8.0,A Streetcar Named Desire (1951),1951,A Streetcar Named Desire,tt0044081,1293590,8.2,13310,A Streetcar Named Desire,Drama,,
66,186,112101,17773,6.3,A Walk in the Clouds (1995),1995,A Walk in the Clouds,tt0114887,1300945,7.7,46251,A Walk in the Clouds,Drama,,
67,188,1112,104114,7.2,A Walk to Remember (2002),2002,A Walk to Remember,tt0281358,1306213,7.4,14058,A Walk to Remember,Drama,Romance,Romance
68,195,1121000,102962,5.5,AVP: Alien vs. Predator (2004),2004,AVP: Alien vs. Predator,tt0370263,1308769,6.5,21985,AVP: Alien vs. Predator,Drama,Romance,Romance
69,196,1011111000,67987,4.7,AVPR: Aliens vs Predator - Requiem (2007),2007,AVPR: Aliens vs Predator - Requiem,tt0758730,1578502,5.5,12626,AVPR: Aliens vs Predator - Requiem,Action,Adventure,Adventure
70,202,13210,105925,7.1,About a Boy (2002),2002,About a Boy,tt0276751,1304811,7.3,12551,About a Boy,Action,Horror,Horror
71,205,122100,89778,5.9,Abraham Lincoln: Vampire Hunter (2012),2012,Abraham Lincoln: Vampire Hunter,tt1611224,4326412,6.3,22700,Abraham Lincoln: Vampire Hunter,Comedy,Drama,Drama
72,210,122100,78704,6.4,Accepted (2006),2006,Accepted,tt0384793,1815638,7.4,30388,Accepted,Action,Fantasy,Fantasy
73,211,12101,142858,6.8,Ace Ventura: Pet Detective (1994),1994,Ace Ventura: Pet Detective,tt0109040,1292829,7.1,16242,Ace Ventura: Pet Detective,Comedy,,
74,212,122100,105370,6.0,Ace Ventura: When Nature Calls (1995),1995,Ace Ventura: When Nature Calls,tt0112281,1292977,6.9,7617,Ace Ventura: When Nature Calls,Comedy,,
75,214,1212,72934,7.3,Across the Universe (2007),2007,Across the Universe,tt0445922,1945797,7.7,7506,Across the Universe,Comedy,,
76,215,12101,43863,6.4,Act of Valor (2012),2012,Act of Valor,tt1591479,5157137,7.2,13504,Act of Valor,Drama,Musical,Musical
77,220,1211,106909,7.7,Adaptation. (2002),2002,Adaptation.,tt0268126,1302193,7.5,11982,Adaptation.,Action,Thriller,Thriller
78,221,122100,38517,6.4,Addams Family Values (1993),1993,Addams Family Values,tt0106220,1299900,8.5,5554,Addams Family Values,Comedy,Crime,Crime
79,225,13200,95874,6.8,Adventureland (2009),2009,Adventureland,tt1091722,2265098,6.6,5137,Adventureland,Comedy,Fantasy,Fantasy
80,228,1001111000,52703,4.9,After Earth (2013),2013,After Earth,tt1815862,6828823,5.5,28087,After Earth,Comedy,Drama,Drama
81,230,121000,5266,5.6,After Sex (2007),2007,After Sex,tt0465375,2212281,6.8,5323,After Sex,Action,Adventure,Adventure
82,231,122100,30251,6.2,After the Sunset (2004),2004,After the Sunset,tt0367479,1308824,6.4,6241,After the Sunset,Comedy,Drama,Drama
83,233,122100,22684,5.9,After.Life (2009),2009,After.Life,tt0838247,1986567,6.6,7079,After.Life,Action,Comedy,Comedy
84,239,12211,35922,7.1,Agora (2009),2009,Agora,tt1186830,3007809,7.8,10433,Ágora,Drama,Horror,Horror
85,241,12101,9402,6.6,Ai no korîda (1976),1976,Ai no korîda,tt0074102,1292790,6.7,41134,愛のコリーダ,Adventure,Drama,Drama
86,244,122100,107456,6.3,Air Force One (1997),1997,Air Force One,tt0118571,1293537,7.3,39929,Air Force One,Drama,History,History
87,251,1321,24262,7.8,Ajeossi (2010),2010,Ajeossi,tt1527788,4249355,7.8,78169,아저씨,Action,Adventure,Adventure
88,253,2211,11900,7.4,Akeelah and the Bee (2006),2006,Akeelah and the Bee,tt0437800,1477506,7.5,9038,Akeelah and the Bee,Action,Crime,Crime
89,254,1222,66860,8.0,Akira (1988),1988,Akira,tt0094625,1302770,8.2,10197,Akira,Drama,,
90,255,1321,41449,7.8,Akmareul boatda (2010),2010,Akmareul boatda,tt1588170,4280770,7.1,11336,악마를 보았다,Animation,Sci-Fi,Sci-Fi
91,256,1311,157430,7.9,Aladdin (1992),1992,Aladdin,tt0103639,1299513,7.9,26996,Aladdin,Crime,Drama,Drama
92,259,22100,13849,6.5,Albert Nobbs (2011),2011,Albert Nobbs,tt1602098,4712730,7.2,8353,Albert Nobbs,Animation,Adventure,Adventure
93,264,1111000,104693,5.4,Alexander (2004),2004,Alexander,tt0346491,1308950,6.9,12690,Alexander,Drama,,
94,268,122100,33480,6.0,Alfie (2004),2004,Alfie,tt0375173,1309083,6.8,9322,Alfie,Action,Adventure,Adventure
95,274,122100,204838,6.5,Alice in Wonderland (2010/I),2010,Alice in Wonderland (2010/I),tt1014759,2336785,6.8,157317,Alice in Wonderland,Comedy,Drama,Drama
96,275,1222,348113,8.5,Alien (1979),1979,Alien,tt0078748,1300868,7.8,49601,Alien,Adventure,Family,Family
97,279,122100,116099,6.2,Alien: Resurrection (1997),1997,Alien: Resurrection,tt0118583,1299153,7.5,23736,Alien: Resurrection,Horror,Sci-Fi,Sci-Fi
98,280,1222,314302,8.5,Aliens (1986),1986,Aliens,tt0090605,1293792,7.7,31358,Aliens,Action,Sci-Fi,Sci-Fi
99,282,22100,141412,6.4,Alien³ (1992),1992,Alien³,tt0103644,1297929,7.0,24467,Alien³,Action,Adventure,Adventure
100,285,1111000,23387,4.7,All About Steve (2009),2009,All About Steve,tt0881891,2372586,6.3,8713,All About Steve,Action,Sci-Fi,Sci-Fi
101,288,122100,25687,6.3,All Good Things (2010),2010,All Good Things,tt1175709,2974280,6.6,8020,All Good Things,Comedy,,
102,304,1222,152215,7.9,Almost Famous (2000),2000,Almost Famous,tt0181875,1292352,8.1,13593,Almost Famous,Crime,Drama,Drama
103,307,132000,80764,5.8,Along Came Polly (2004),2004,Along Came Polly,tt0343135,1308197,6.3,5069,Along Came Polly,Drama,Music,Music
104,310,1111001,8111,5.0,Alpha and Omega (2010),2010,Alpha and Omega,tt1213012,3026555,6.3,8664,Alpha and Omega,Comedy,Romance,Romance
105,315,111001,38429,5.2,Alvin and the Chipmunks (2007),2007,Alvin and the Chipmunks,tt0952640,2139553,7.1,29094,Alvin and the Chipmunks,Animation,Adventure,Adventure
106,317,1001110001,20334,4.2,Alvin and the Chipmunks: The Squeakquel (2009),2009,Alvin and the Chipmunks: The Squeakquel,tt1231580,3071461,6.5,12961,Alvin and the Chipmunks: The Squeakquel,Animation,Comedy,Comedy
107,319,1222,176588,8.4,Amadeus (1984),1984,Amadeus,tt0086879,1293399,8.6,45572,Amadeus,Animation,Comedy,Comedy
108,325,121000,38397,5.6,America's Sweethearts (2001),2001,America's Sweethearts,tt0265029,1304114,6.3,6614,America's Sweethearts,Biography,Drama,Drama
109,326,1222,538124,8.5,American Beauty (1999),1999,American Beauty,tt0169547,1292062,8.3,113103,American Beauty,Comedy,Romance,Romance
110,328,2311,234156,7.8,American Gangster (2007),2007,American Gangster,tt0765429,1578503,7.7,23523,American Gangster,Drama,,
111,331,232,480401,8.6,American History X (1998),1998,American History X,tt0120586,1293527,8.5,41733,American History X,Biography,Crime,Crime
112,336,12201,229443,7.0,American Pie (1999),1999,American Pie,tt0163651,1295253,7.3,51381,American Pie,Crime,Drama,Drama
113,337,122100,144033,6.3,American Pie 2 (2001),2001,American Pie 2,tt0252866,1305068,6.8,29319,American Pie 2,Comedy,Romance,Romance
114,338,1211000,37394,4.9,American Pie Presents Band Camp (2005) (V),2005,American Pie Presents Band Camp,tt0436058,1434257,6.1,15502,American Pie Presents Band Camp,Comedy,Romance,Romance
115,339,1111001,32179,5.1,American Pie Presents Beta House (2007) (V),2007,American Pie Presents Beta House,tt0974959,2343491,6.2,17132,American Pie Presents Beta House,Comedy,,
116,340,1211000,33441,4.9,American Pie Presents The Naked Mile (2006) (V),2006,American Pie Presents The Naked Mile,tt0808146,1937400,6.3,17491,American Pie Presents The Naked Mile,Comedy,,
117,341,1210000,20032,4.6,American Pie Presents: The Book of Love (2009) (V),2009,American Pie Presents: The Book of Love,tt1407050,3748544,5.5,10281,American Pie Presents Book of Love,Comedy,,
118,342,2211,231179,7.6,American Psycho (2000),2000,American Psycho,tt0144084,1301715,7.6,22804,American Psycho,Comedy,,
119,344,12101,123550,6.8,American Reunion (2012),2012,American Reunion,tt1605630,4745470,6.9,21584,American Reunion,Crime,Drama,Drama
120,347,122100,117510,6.1,American Wedding (2003),2003,American Wedding,tt0328828,1308429,6.8,24296,American Wedding,Comedy,,
121,350,1321,116792,8.1,Amores perros (2000),2000,Amores perros,tt0245712,1292216,8.3,21569,Amores perros,Comedy,Romance,Romance
122,352,1221,41415,7.8,Amour (2012),2012,Amour,tt1602620,4798707,8.4,25497,Amour,Drama,Thriller,Thriller
123,356,12211,18062,7.3,An American Crime (2007),2007,An American Crime,tt0802948,1872272,8.2,11172,An American Crime,Drama,Romance,Romance
124,363,13210,83069,7.3,An Education (2009),2009,An Education,tt1174732,3011093,7.6,66311,An Education,Biography,Crime,Crime
125,365,1212,51800,7.6,An Inconvenient Truth (2006),2006,An Inconvenient Truth,tt0497116,1474405,8.7,19824,An Inconvenient Truth,Drama,,
126,368,11110000,52841,4.5,Anaconda (1997),1997,Anaconda,tt0118615,1300830,6.4,17728,Anaconda,Documentary,,
127,369,11110000,16169,4.3,Anacondas: The Hunt for the Blood Orchid (2004),2004,Anacondas: The Hunt for the Blood Orchid,tt0366174,1308784,6.0,11002,Anacondas: The Hunt for the Blood Orchid,Adventure,Thriller,Thriller
128,386,12211,18232,6.9,Angel-A (2005),2005,Angel-A,tt0473753,1443650,7.6,14043,Angel-A,Action,Adventure,Adventure
129,388,23100,139164,6.6,Angels & Demons (2009),2009,Angels & Demons,tt0808151,1927369,7.0,58415,Angels & Demons,Comedy,Drama,Drama
130,393,11101,12666,6.3,"Angus, Thongs and Perfect Snogging (2008)",2008,"Angus, Thongs and Perfect Snogging",tt0963743,3001472,7.1,27050,"Angus, Thongs and Perfect Snogging",Mystery,Thriller,Thriller
131,399,12100,40745,6.6,Anna Karenina (2012/I),2012,Anna Karenina (2012/I),tt1781769,6110546,7.1,34040,Anna Karenina,Comedy,Drama,Drama
132,400,22100,24586,6.5,Anna and the King (1999),1999,Anna and the King,tt0166485,1300242,6.5,11151,Anna and the King,Drama,,
133,404,1222,122260,8.2,Annie Hall (1977),1977,Annie Hall,tt0075686,1296987,8.4,20729,Annie Hall,Comedy,Drama,Drama
134,407,111002,10657,5.7,Another Cinderella Story (2008) (V),2008,Another Cinderella Story,tt1071358,3101985,6.3,12801,Another Cinderella Story,Comedy,Romance,Romance
135,409,12210,42094,6.9,Another Earth (2011),2011,Another Earth,tt1549572,5160385,7.2,6710,Another Earth,Comedy,Musical,Musical
136,413,12210,17683,7.3,Another Year (2010),2010,Another Year,tt1431181,3718782,7.9,8987,Another Year,Drama,Sci-Fi,Sci-Fi
137,414,122100,5260,6.3,Anthony Zimmer (2005),2005,Anthony Zimmer,tt0411118,1419953,6.6,12041,Anthony Zimmer,Comedy,Drama,Drama
138,415,11111,55408,6.5,Antichrist (2009),2009,Antichrist,tt0870984,3040418,6.9,8289,Antichrist,Crime,Drama,Drama
139,425,1223,299271,8.6,Apocalypse Now (1979),1979,Apocalypse Now,tt0078788,1292260,8.3,32813,Apocalypse Now,Drama,,
140,426,1311,176861,7.8,Apocalypto (2006),2006,Apocalypto,tt0472043,1450031,8.2,26817,Apocalypto,Drama,War,War
141,427,2311,149174,7.5,Apollo 13 (1995),1995,Apollo 13,tt0112384,1293785,7.7,13129,Apollo 13,Action,Adventure,Adventure
142,430,12210,12046,6.9,Appurushîdo (2004),2004,Appurushîdo,tt0401233,1308983,7.5,9592,アップルシード,Adventure,Drama,Drama
143,434,1111001,20332,4.9,Aquamarine (2006),2006,Aquamarine,tt0429591,1580620,6.3,19617,Aquamarine,Sci-Fi,Action,Action
144,440,1111000,7615,4.8,Arena (2011) (V),2011,Arena,tt1758429,5370010,8.5,11652,Spartacus: Gods of the Arena,Comedy,Family,Family
145,441,1321,252083,7.9,Argo (2012),2012,Argo,tt1024648,6549903,8.3,103950,Argo,Action,Adventure,Adventure
146,443,12210,56082,7.1,Arlington Road (1999),1999,Arlington Road,tt0137363,1297145,7.5,5550,Arlington Road,Biography,Drama,Drama
147,445,12101,229311,6.5,Armageddon (1998),1998,Armageddon,tt0120591,1292769,7.6,28655,Armageddon,Mystery,Thriller,Thriller
148,447,221000,20785,5.6,Armored (2009),2009,Armored,tt0913354,2058846,5.4,6212,Armored,Action,Adventure,Adventure
149,450,121000,48169,5.7,Around the World in 80 Days (2004),2004,Around the World in 80 Days,tt0327437,1308772,5.6,20057,Around the World in 80 Days,Action,Crime,Crime
150,456,12211,19948,7.0,Arthur Christmas (2011),2011,Arthur Christmas,tt1430607,3718457,7.5,5997,Arthur Christmas,Action,Adventure,Adventure
151,457,122100,18144,5.9,Arthur et les Minimoys (2006),2006,Arthur et les Minimoys,tt0344854,1578685,7.1,29400,Arthur et les Minimoys,Animation,Comedy,Comedy
152,458,12211,173383,7.0,Artificial Intelligence: AI (2001),2001,Artificial Intelligence: AI,tt0212720,1302827,8.5,113867,Artificial Intelligence: AI,Animation,Adventure,Adventure
153,459,2311,170093,7.7,As Good as It Gets (1997),1997,As Good as It Gets,tt0119822,1293917,7.9,8195,As Good as It Gets,Adventure,Drama,Drama
154,463,11102,5185,6.4,Asoka (2001),2001,Asoka,tt0249371,1302457,7.4,8783,Asoka,Comedy,Drama,Drama
155,470,122100,54017,6.2,Assault on Precinct 13 (2005),2005,Assault on Precinct 13,tt0398712,1419903,6.7,5982,Assault on Precinct 13,Action,Drama,Drama
156,472,122100,17987,6.3,Astro Boy (2009),2009,Astro Boy,tt0375568,1917074,6.8,34918,Astro Boy,Action,Drama,Drama
157,473,122100,26052,6.4,Astérix & Obélix: Mission Cléopâtre (2002),2002,Astérix & Obélix: Mission Cléopâtre,tt0250223,1305010,7.0,7977,Astérix & Obélix: Mission Cléopâtre,Animation,Action,Action
158,482,22100,43240,6.6,Atlantis: The Lost Empire (2001),2001,Atlantis: The Lost Empire,tt0230011,1305394,7.2,5394,Atlantis: The Lost Empire,Adventure,Comedy,Comedy
159,484,1211,138971,7.7,Atonement (2007),2007,Atonement,tt0783233,1950148,7.9,92959,Atonement,Animation,Adventure,Adventure
160,486,12100,60470,6.6,Attack the Block (2011),2011,Attack the Block,tt1478964,3882445,6.2,6337,Attack the Block,Drama,Mystery,Mystery
161,491,1212,63336,7.4,August Rush (2007),2007,August Rush,tt0426931,1844413,8.2,87694,August Rush,Action,Comedy,Comedy
162,496,12100,78087,6.6,Australia (2008),2008,Australia,tt0455824,2010975,7.0,39044,Australia,Drama,Music,Music
163,498,13200,5688,6.8,Autoreiji (2010),2010,Autoreiji,tt1462667,3819939,7.6,15658,アウトレイジ,Adventure,Drama,Drama
164,503,1212,600336,7.9,Avatar (2009),2009,Avatar,tt0499549,1652587,8.7,352286,Avatar,Crime,Drama,Drama
165,505,22100,49327,6.4,Awake (2007),2007,Awake,tt0211933,1741703,7.1,10873,Awake,Action,Adventure,Adventure
166,507,12210,36258,7.0,Away We Go (2009),2009,Away We Go,tt1176740,3006327,7.6,5597,Away We Go,Crime,Mystery,Mystery
167,512,1222,12121,7.8,Ba wang bie ji (1993),1993,Ba wang bie ji,tt0106332,1291546,9.4,329027,霸王别姬,Comedy,Drama,Drama
168,513,12111,69421,6.9,Babe (1995),1995,Babe,tt0112431,1292765,7.9,6512,Babe,Drama,Music,Music
169,515,2211,183566,7.5,Babel (2006),2006,Babel,tt0449467,1498818,7.9,80389,Babel,Adventure,Family,Family
170,521,111101,20983,5.4,Baby's Day Out (1994),1994,Baby's Day Out,tt0109190,1299952,8.0,20158,Baby's Day Out,Drama,,
171,522,1221000,62182,5.4,Babylon A.D. (2008),2008,Babylon A.D.,tt0364970,1793915,4.9,6673,Babylon A.D.,Adventure,Comedy,Comedy
172,523,223,15883,8.1,Bacheha-Ye aseman (1997),1997,Bacheha-Ye aseman,tt0118849,1303021,9.1,77208,بچههای آسمان,Action,Adventure,Adventure
173,527,1222,418837,8.5,Back to the Future (1985),1985,Back to the Future,tt0088763,1300555,8.3,37979,Back to the Future,Drama,Family,Family
174,528,2211,197239,7.7,Back to the Future Part II (1989),1989,Back to the Future Part II,tt0096874,1299092,8.0,22555,Back to the Future Part II,Adventure,Comedy,Comedy
175,529,12211,163690,7.3,Back to the Future Part III (1990),1990,Back to the Future Part III,tt0099088,1296666,8.0,19783,Back to the Future Part III,Adventure,Comedy,Comedy
176,534,13100,112742,6.7,Bad Boys (1995),1995,Bad Boys,tt0112442,1296102,7.2,16512,Bad Boys,Adventure,Comedy,Comedy
177,535,122100,124835,6.3,Bad Boys II (2003),2003,Bad Boys II,tt0172156,1307917,7.2,14322,Bad Boys II,Action,Comedy,Comedy
178,543,121000,112328,5.7,Bad Teacher (2011),2011,Bad Teacher,tt1284575,3213233,5.6,15885,Bad Teacher,Action,Comedy,Comedy
179,545,12101,19032,6.4,Baiohazâdo: Dijenerêshon (2008),2008,Baiohazâdo: Dijenerêshon,tt1174954,2970087,6.8,14677,Biohazard: Degeneration,Comedy,,
180,546,1011111000,11825,4.4,Baise-moi (2000),2000,Baise-moi,tt0249380,1301823,5.9,12833,Baise-moi,Animation,Action,Action
181,550,12210,21612,7.1,Bakjwi (2009),2009,Bakjwi,tt0762073,1853768,7.2,10918,박쥐,Crime,Drama,Drama
182,559,12211,56046,7.4,Bambi (1942),1942,Bambi,tt0034492,1295148,8.0,8869,Bambi,Drama,Horror,Horror
183,563,121000,21702,5.6,Bandidas (2006),2006,Bandidas,tt0416496,1467023,6.5,5862,Bandidas,Animation,Drama,Drama
184,564,23100,45638,6.5,Bandits (2001),2001,Bandits,tt0219965,1305249,7.6,7092,Bandits,Action,Comedy,Comedy
185,567,1221000,36913,5.3,Bangkok Dangerous (2008),2008,Bangkok Dangerous,tt0814022,1918224,5.7,18627,Bangkok Dangerous,Comedy,Crime,Crime
186,568,13211,40212,7.1,Banlieue 13 (2004),2004,Banlieue 13,tt0414852,1292326,7.9,51425,Banlieue 13,Action,Crime,Crime
187,569,22100,26567,6.4,Banlieue 13 - Ultimatum (2009),2009,Banlieue 13 - Ultimatum,tt1247640,3114109,7.1,33414,Banlieue 13 - Ultimatum,Action,Sci-Fi,Sci-Fi
188,571,223,18786,8.3,Baraka (1992),1992,Baraka,tt0103767,1300551,9.1,12014,Baraka,Action,Crime,Crime
189,580,12310,16234,7.2,Barney's Version (2010),2010,Barney's Version,tt1423894,3718460,8.2,5544,Barney's Version,Documentary,War,War
190,581,1121000,15998,5.5,Barnyard (2006),2006,Barnyard,tt0414853,1428068,6.8,9901,Barnyard,Comedy,Drama,Drama
191,583,2311,61829,7.7,Barton Fink (1991),1991,Barton Fink,tt0101410,1298043,8.2,9874,Barton Fink,Animation,Comedy,Comedy
192,585,13200,95450,6.9,Basic Instinct (1992),1992,Basic Instinct,tt0103772,1291869,7.5,65887,Basic Instinct,Drama,,
193,586,1011110000,24166,4.0,Basic Instinct 2 (2006),2006,Basic Instinct 2,tt0430912,1418270,5.3,12653,Basic Instinct 2,Mystery,Thriller,Thriller
194,589,2111100000,137111,3.6,Batman & Robin (1997),1997,Batman & Robin,tt0118688,1294519,5.8,14130,Batman & Robin,Crime,Horror,Horror
195,591,2311,192967,7.6,Batman (1989),1989,Batman,tt0096895,1297970,7.1,18291,Batman,Action,Crime,Crime
196,592,1222,589819,8.3,Batman Begins (2005),2005,Batman Begins,tt0372784,1309069,7.9,77328,Batman Begins,Action,Fantasy,Fantasy
197,593,1322,9039,8.0,Batman Begins (2005) (VG),2005,Batman Begins,tt0372784,1309069,7.9,77328,Batman Begins,Action,Adventure,Adventure
198,595,1221000,135912,5.4,Batman Forever (1995),1995,Batman Forever,tt0112462,1295638,6.5,10932,Batman Forever,Action,Adventure,Adventure
199,596,13200,148683,7.0,Batman Returns (1992),1992,Batman Returns,tt0103776,1294929,7.0,14929,Batman Returns,Action,Adventure,Adventure
200,601,1322,15660,7.8,"Batman: The Dark Knight Returns, Part 1 (2012) (V)",2012,"Batman: The Dark Knight Returns, Part 1",tt2313197,11443807,7.6,7223,"Batman: The Dark Knight Returns, Part 1",Action,Fantasy,Fantasy
201,605,1211,102194,7.8,Batoru rowaiaru (2000),2000,Batoru rowaiaru,tt0266308,1292444,8.1,93476,バトル・ロワイアル,Animation,Action,Action
202,606,11110000,12356,4.7,Batoru rowaiaru II: Chinkonka (2003),2003,Batoru rowaiaru II: Chinkonka,tt0338763,1299711,5.3,20084,バトル・ロワイアル II～鎮魂歌,Adventure,Sci-Fi,Sci-Fi
203,608,121100,121379,5.8,Battle Los Angeles (2011),2011,Battle Los Angeles,tt1217613,3041264,5.9,70884,Battle: Los Angeles,Action,Drama,Drama
204,615,112100,142606,5.9,Battleship (2012),2012,Battleship,tt1440129,3742937,6.5,73088,Battleship,Action,Adventure,Adventure
205,621,122100,54007,6.1,Bean (1997),1997,Bean,tt0118689,1294948,7.8,18795,Bean,Action,Adventure,Adventure
206,622,111001,40801,5.3,Beastly (2011),2011,Beastly,tt1152398,3182856,5.5,9531,Beastly,Comedy,Family,Family
207,623,12211,48347,7.3,Beasts of the Southern Wild (2012),2012,Beasts of the Southern Wild,tt2125435,7015714,7.6,13212,Beasts of the Southern Wild,Drama,Fantasy,Fantasy
208,626,1113,13523,7.5,Beautiful Thing (1996),1996,Beautiful Thing,tt0115640,1300426,8.0,5116,Beautiful Thing,Drama,Fantasy,Fantasy
209,629,1212,183300,8.0,Beauty and the Beast (1991),1991,Beauty and the Beast,tt0101414,1297995,8.1,50955,Beauty and the Beast,Comedy,Drama,Drama
210,634,12211,31340,6.9,Becoming Jane (2007),2007,Becoming Jane,tt0416508,1920805,8.0,109012,Becoming Jane,Animation,Family,Family
211,639,122100,51280,6.0,Bedtime Stories (2008),2008,Bedtime Stories,tt0960731,2042973,6.3,10814,Bedtime Stories,Biography,Drama,Drama
212,640,122100,73570,6.1,Bee Movie (2007),2007,Bee Movie,tt0389790,1899601,6.7,15555,Bee Movie,Comedy,Family,Family
213,647,1222,19937,8.3,Before Midnight (2013),2013,Before Midnight,tt2209418,10808442,8.9,28377,Before Midnight,Animation,Adventure,Adventure
214,649,1222,97296,8.0,Before Sunrise (1995),1995,Before Sunrise,tt0112471,1296339,8.7,113710,Before Sunrise,Drama,Romance,Romance
215,650,1222,96580,8.0,Before Sunset (2004),2004,Before Sunset,tt0381681,1291990,8.7,110525,Before Sunset,Drama,Romance,Romance
